tweet,sentiment
@democrazymedia Kami rakyat dukung gugat UU iKn dan tolak Pemindahan ibu kota.,negative
@yudhibaswara rakyat berhak tolak aplagi yg tdk setuju ikn pindah,negative
@geloraco Usul nih pak klu mau tlg minta dulu sama pendukung bpk dan yg ingin IKN pindah. Pastinya mereka setuju klu dipunguti pajak. Gk mungkin mrka nolak mrka akn malu sama bacotnya sendiri yg udh banggain IKN dan kinerja bpk tapi menolak giliran dipunguti pajak.,negative
@keuangannews_id Stop pajak deh...krn sy ga setuju pindah ibu kota..bagi yg stuju silahkan patungan,negative
@BERKARYA_NET Setuju. Bila perlu ibu kota pindah papua.,positive
@FeroS62733512 @ChusnulCh__ @KSPgoid Rata2 pengurus besar adat Dayak mendukung pemindahan ikn..jika ada yg tidak setuju mau tau siapa2 orangnya untuk di foto satu2 supaya jelas,positive
@abangbelneg Aku orang jawa timur setuju sekali dgn pemindahan ibu kota.semoga berjalan dgn lancar..aamiin  #IKN #SemangatNusantara,positive
Anggaran gede manfaat minim Tolak Pemindahan Ibu Kota,negative
@Jayabay19479190 Klu PKS sdh bersabda TIDAK SETUJU tu berarti pemindahan ibu kota adlh hal yg tepat.,positive
Kapan Presiden pindah ke IKN baru ya? Saya sudah setuju ibu kota negara dipindah. Tolong pindahnya dalam tempo yg sesingkat²nya.  Mulai dg kantor Presiden dan kabinetnya serta gedung DPR saja. Yg lain tentu akan ngikut.,positive
Klo soal pemindahan IKN..SY SETUJU. Kita harus realistis.. Jakarta sdh terlalu berat menanggung beban.. JGN memaksakan Diri.. utk menanggung beban. Kalau ada yg menolak dg alasan politis.. Itu egois hanya memikirkan kelompok pribadi BKN kemajuan bangsa.,positive
Apa sih urgensinya pindah ibuk ota sementara persoalan rakyat yg mendesak masih banyak harus segera diselesaikan kita harus tolak Pemindahan Ibu Kota,negative
@ufaira_ummu Daripada memindahkan ibu kota negara lebih baik mengupayakan kesejahteraan masyarakat luas. Tolak Pemindahan Ibu Kota,negative
@CaesarDcandra @tempodotco Saya pribadi setuju pemindahan ibu kota.jakarta udah sumpek dan banyak kadrun,positive
Apa dampak positif rencana pemindahan Ibu Kota bagi mayoritas rakyat Indonesia? YANG ADA RAKYAT SENGSARA... Tolak Pemindahan Ibu Kota!!,negative
Ayo kita semua Tolak Pindah IKN   #IKNProyekOligarki,negative
@maspiyuaja Tolak pemindahan Ibu Kota dukung Formula E😂😂😂,negative
Stop Rencana Pindah Ibu kota. Fokus pada bencana dalam Negeri teroris perketat pertahanan Negara. Rakyat siap Dukung!!,negative
@Bobby80810 @FerdinandHaean3 IKN yg akan pindah ke penajaman kaltim harus kita dukung agar pembangunan bisa segera tersebar kemacetan masalah polusi  banjir di jakarta bisa dikurangi yg tentu berdampak ke penghematan pengeluaran anggaran di dki  dan di sisi lain di kaltim akan membuka lapangan pekerjaan baru!,positive
@AngingMamiri26 TOLAK PEMINDAHAN IBU KOTA RI,negative
@PKSejahtera @MardaniAliSera Kita dukung untuk menolak rencana pemindahan ibu kota krn potensi terjadi nya mafia properti dan adanya pengusiran warga non cina di jakarta,negative
@sociotalker Nah setuju tunda pemindahan Ibu kota dana fokusin penanganan covid.,negative
@CNNIndonesia Sy WNI TIDAK SETUJU PINDAH IBUKOTA NEGARA,negative
@Maranatha_Sibrn @KadrunHunter99 @Raj4Purwa Lah bukannya ibu kota Udeh pindahw dukung bang Anis Jakarta makin cantik cebong ke laut aje,negative
yah padahal gua udah sependapat buat tolak pemindahan ibu kota (karena fishy bgt)  tapi argumentasinya sampah. atau emang udah diskenarioin gitu ya biar suara publik jadi satu buat pemindahan ibu kota (?) hmm,negative
@geloraco diktator....lgian pindah ibu kota terusss mending anggaranya utk bayar hutang setuju ng? jdi negara ng terbebani bunga utang,negative
@Titiektitiek2 @josenonoreina @susipudjiastuti @jokowi Paling yang setuju ibu kota pindah ke kalimantan orang2 yg pro dengan para cokong2 china aja. Ibu kota baru itu cocoknya daerah papua  bukan di kalimantan    biar papua damai,negative
#AyoTolakUUIKN   Tolak Pemindahan Ibu Kota Tolak UU IKN,negative
@kumparan Gimana kalo uang pindah ibu kota dipakai dulu kalo pendapatan negara bertambah barulah pikir pindah ibu kota setelah semua kebutuhan rakyat terpenuhi. Setuju?,negative
@pengarang_sajak Dukung ibu kota pindah. Cukup para bohir jadi dalang kerusuhan.... Indonesia negara besar dengan SDA yang melimpah. Harus hentikan RAMPOK2 NKRI...,positive
Rakyat TIDAK SETUJU...  PINDAH IBU KOTA.  MAU Apa Lo BONG!!!!!  Referendum...Kalau MAU PINDAH IBU KOTA.  MAU Ape LO BONG!!!!,negative
@jokowi Mantap pak presiden maju terus saya sebagai rakyat kecil sangat mendukung pemindahan ibu kota baru semoga cepat terliyalisasi pembangunan nya ya pakallah bersama mu pak inshaa Allah niyat baik bapak Allah berikan kemudahan biyarlah yg nyinyir lebih byk yg dukung .,positive
@jansen_jsp Setujulah ibu kota negara Pindah karena di Jakarta banyak masalah lihat saja sekarang banjir meraja lelah macet Polusi kejahat jambret Narkoba itu yang kalian suka berenang setiap hari makanya kalian yang tidak setuju ibu kota dipindahkan buka mata buka hati melihat sampah banyak,negative
@ANDINI_MAHARAN1 Pendapat pribadi saya seandainya kalau Ahok gubernur DKI Jakarta ibu kota ga bakalan pindah secepatnyakarena gubernur DKI sekarang pak Anies makanya ikn ingin cepat pindah saya ga setuju ikn pindah Karena tanah Jawa banyak sejarah nya 🙏 apalagi Jakarta sejarahnya banyak,negative
@hansssolo Setuju....tapi ada yg takut IKN pindahmau demo kejauhanmau ngerongrong kejauhan... goodbye kadrun..,positive
Jangan hanya diam melihat proyek pemindahan ibu kota baru yang diprakarsai oleh asing. Mari kita rakya Indonesia tolak Pemindahan Ibu Kota,negative
@AntoniRaja Setuju tolak pemindahan ibu kota baru dananya untuk bayar hutang BPJS bayar hutang ke Tiongkok sama bayar hutang ke rumah sakit Muhammadiyah,negative
@hudattamini @alextham878 Lah.....galak amat enggak punya tiket mungkin....ibu kota mau pindah kita dukung yu,positive
@CNNIndonesia Tolak RUU IKN ga ada kebutuhan mendesak pindah ibukota utang sudah lampu merah jangan ditambah lagi untuk bahan korupsi...,negative
@CNNIndonesia Yang kami tolak malah bukan saja Ahoknya. Pemindahan Ibu kota disaat kondisi ekonomi seperti ini adalah sebuah keinginan dari pemerintah yang otoriter dan tak berpihak pada rakyat.,negative
#IKNProyekOligarki   Jika proyek pemindahan ibu kota berjalan maka persoalan bangsa ini akan semakin aneh. Tolak Pemindahan Ibu Kota,negative
@alextham878 Pemindahan ibu kota negara sepertinya perlu deh...jakarta khusus untuk ibu kota perekonomian aja..kalau untuk ibu kota negara sudah terlalu padat bising..aku setuju IKN yang baru...💪💪💪❤❤❤🇮🇩🇮🇩🇮🇩 semoga Indonesia semakin maju...,positive
@iwanfals Setuju aja sih pindah Ibu Kota tapi jangan kepulau yang banyak hutannya juga. Indonesia kan banyak pulaunya. #GoGreen 🌳,positive
#IKNProyekOligarki   Mari berjuang bersama menolak proyek pemindahan ibu kota. Tolak Pemindahan Ibu Kota,negative
@charlessiahaan Bagus ajalah pak klu yg gak setuju berarti mrk gak ikut pindahbiar IKN nantinya tdk terlalu sesak,positive
@PEDOMAN_id @fadjroeL @JubirPresidenRI @Jokowinomics_id @DPR_RI tunda aja... ga setuju pindah ibu kota kentara kali proyek di paksakan ekonomi lagi jeblok,negative
@WagimanDeep Ini salah satu alasan yang membuat saya Setuju Ibu Kota Pindah.karena mereka seolah olah merasa memiliki sendiri Kota Jakarta ini mereka lupa kalo Jakarta juga Ibu kota Negara RI.kota nya orang Indonesia juga,positive
Ibu Kota Negara Baru seperti proyek ambisius. Jangan-jangan ujung-ujungnya nanti malah jadi Kota Mati !!! Tolak Pemindahan Ibu Kota  #TolakProyekIKN,negative
@PetaniNgaji Proyek pemindahan ibu kota beresiko mengorbankan kepentingan rakyat besar. Tolak UU IKN,negative
@CNNIndonesia Pemimdahan ibu kota tidak urgent. Tolak pemindahan ibu kota. Benahi dulu korupsi dan hal2 lain yg lebih penting.,negative
@firdzaradiany klo ibu kota pindah ke kalimantan keburukan2 masa lalu yg di sebut disini bisa dihilangkan. walau blm tentu semuanya. justru klo ingin mengubah tradisi korup pemindahan ibu kota malah harus di dukung. tmbah lg selain dr sisi teknis ada sisi strategisnya jg knp ide ini muncul..,positive
Beginian sih yg jd salah 1 alasan ga setuju IKN pindah ke Kaltim. Sadar pliss bumi cuma 1.,negative
@temponewsroom Lebih baik pindah.  Toh dr dulu IKN di jkt smp skrg kondisi negara ini ga berubah  malah tambah parah KKNnya. Sosial budaya lingkungan dn ekonomi kecil di pulau jawa smakin timpang. Setuju pindah sj jd hancur atau jd lbh baik drpd begini aja terus.,positive
@SilumanRi @AqseJuga Saya orang Kalimantan juga gak setuju pindah IKN di Kalimantan...bakal lebih banyak datangkan mudharat daripada manfaatnya...hanya banyakin proyek ambisius konglomerat hitam aja...yang pasti mata pencaharian warga sekitar bakal tergusur........😎,negative
@faridwadjdi Pemindahan ibukota hanya akan menambah permasalahan baru yang menyengsarakan. Tolak UU IKN,negative
@akang_hero intinya tdk setuju pindah ikn sama pak,negative
@ChusnulCh__ @DivHumas_Polri @jokowi @mohmahfudmd @ListyoSigitP @CCICPolri Sebagai penopang paru paru dunia dan memiliki kekayaan alam yang melimpah dan letak geografisnya yang strategis Kalimantan sudah sejak Presiden Soekarno di gadang sebagai Ibu kota baru Indonesia. Hanya kelompok mafia dan intoleran yang tidak setuju Ibu kota pindah. Saya mendukung Ibu kota pindah,positive
#AyoTolakUUIKN   Dari pada APBN digunakan untuk pemindahan ibukota baru mending digunakan untuk meningkatkan kesejahteraan masyarakat. Tolak UU IKN,negative
#IKNProyekOligarki   Rakyat sedang sakit Sembuhkan!bukan ditambah sakitnya Tolak Pemindahan Ibu Kota,negative
#SIAPA YANG SETUJU IBU KOTA PINDAH ITU GA ADA SEMUA AKAL AKALAN PEMERINTAH BUAT INVESTASI BODONG CHINA YANG PUNYA MISI DAN AMBISI JOKOWI TANPA DATA,negative
#IKNProyekOligarki Apa dampak positif rencana pemindahan Ibu Kota bagi mayoritas rakyat Indonesia? Tolak Pemindahan Ibu Kota,negative
Aku lebih setuju ibu kota pindah ke papua daripada kalimantan,negative
Jika proyek pemindahan ibu kota berjalan maka persoalan bangsa ini akan semakin pelik.  #AyoTolakUUIKN Tolak UU IKN,negative
Bukan Ibu Kotanya yang harus dipindah tapi pemerataan distribusi tidak boleh terpusat !! Pemindahan ibu kota bukan solusinya,negative
@konsumenjenius @paIIadin @fikarurazzan_ @adriansyahyasin Kenapa hidup mu penuh dengan pesimisme sih mas mas nya nggk setuju pindah ibu kota ya sah sah aja tapi pindah ibu kota juga perlu untuk situasi sekarang ini dan kedepan. Apa urgensinya? Ya kalo nggk urgent ngapain sampe ada studi pemindahan ibu kota dari jaman Soekarno,positive
@CNNIndonesia Kalau PKS menolak...maka kebalikannya pasti baik...jadi mari kta dukung ibu kota pindah,positive
#IKNProyekOligarki   Proyek IKN ini hanya akan menyengsarakan masyarakat secara luas. Tolak Pemindahan Ibu Kota,negative
@AntonStefanus @gundamfighters @FedySara Tambah mumet...Ngurusin data penerima Bansos aja blm selesai malah ngurusi ibu Kota yg mau pindah... Saya setuju pendapat @kurawa perihal Gepeng..,negative
@sociotalker Eniwei saya dukung pemindahan ibu kota. Gak lama lagi jakarta (dan kota2 pesisir pulau jawa) akan habis dimakan kenaikan muka air laut.,positive
@AcehKadrun21 @Mar33Cj Kalau bisa Pak Jokowi 3 Periode. Biar Tuntas Pemindahan Ibu Kota Negara dan Perbaikan Aturan dan Undang2 yg amburadul di Negara ini. Kalau tidak mungkin ya kembali kita Dukung Mas Ganjar dan BTP.💪🙏❤️🇮🇩,positive
#IKNProyekOligarki   Beban biaya menggunakan apbn yang ujung-ujungnya adalah menambah beban rakyat. Tolak Pemindahan Ibu Kota,negative
#IKNProyekOligarki   Rakyat dibuat sengsara dengan perpindahan ibu kota negara Tolak Pemindahan Ibu Kota,negative
@jokowi Saya setuju pak jakarta sudah berantakan tata kota nya dari awal pindah Ke IKN akan memperbaiki wajah ibu kota negara,positive
@fadlizon Ya atuh itu sarana untuk menjaga Indonesia ngapain ibu kota pindah sebetulnya saya slaku masyarakat Indonesia saya tdk setuju kl ibu kota pindah  blm lg kl jd nanti akan byk intrik dan ladang untuk korupsi,negative
@Jo_Photograph @JTmor @jokowi Pemindahan ibu kota salah 1 program yg gw setuju jg jakarta udah jenuh gw cm menyayangkan knp gk dr awal diberlakukan karantina wilayah di daerah epicentrum (DKI) kata presiden jika jkt dikarantina butuh 550M/hari total jika karantina diberlakukan hanya butuh 20 hari total 11T,positive
#IKNProyekOligarki   Deforestasi masif pasti akan dilakukan jika proyek ini berjalan. Tolak Pemindahan Ibu Kota,negative
@Dennysiregar7 Intinya edy adalah satu dari suara ribuan org yg  nggak setuju pindah ibu kota.. ...lu kan bagian oligarki kekuasan yg nggak berani nolak pindah ibu kota..,negative
@detikcom Masa iyaa Ibu kota pindah ke tanah kelimantandan mau di pimpin oleh orang luar pulau kalimantanOrang china pula..Apakah ngak ada putra kalimantan yang hebat disana? Ngak mungkin.. Haruss kalian tolak itujangan mauharus kalian demo kalau itu terjadi....,negative
@AntoniRaja Tolak juga dong pindah ibu kota,negative
@arilintas Saya secara pribadi tidak setuju jika sekarang dilaksanakan pemindahan IKN. Fraksi Demokrat meskipun pada akhirnya setuju juga telah menyampaikan sejumlah catatan terkait  IKN agar dipertimbangkan baik dari sisi anggaran pertahanan juga lingkungan .,negative
@i_oneprast @dwikiaprinaldi Sama gue jg setuju banget ibu kota pindah biar kalimantan itu di perhatikan sama pemerintah... Kasian kalimantan.. SDAnya bagus dan besar tp sering terabaikan,positive
@PetaniNgaji Memindahkan ibu kota tak semudah pindah kontrakan. Tolak UU IKN,negative
@AndiArief__ Semoga ibu kota baru tetap berjalan orang yg ga setuju ibu kota baru pindah adalah pokitikus2 yg takut kehilangan pamornya karna pasti otomatis orang lokal diibu kota baru lah nantinya the new politikus,positive
Lebih setuju kalo Ibu Kota Negara pindah ke Papua.,negative
@Aliemoen @jokowi Coba elu tanya sama emak lu yg lagi antri minyak goreng setuju ga pindah ikn sekarang?,negative
@alextham878 Cakep...Saya dukung Ibu Kota Negara pindah ke Kalimantan..biar ga ada yg demo2..hem,positive
@KompasTV Kalo kamu mau ngeliat gedung ya pindah ke kota bukan ke hutan. Kalo hutan dijadikan kota lantas nanti orang kota memerlukan fungsi hutan harus pergi kemana?  #SaveHutan #TolakIKN Tolak Pemindahan Ibu Kota,negative
@Jho_Junior911 @najugul_sinaga Dukung pemindahan Ibu kota ke Kalimantan,positive
@tempodotco Lanjutkan.... Saya dukung pemindahan IKN ke Kalimantan.,positive
@G4kNyerahBR0___ @SherlyAnnavita Setuju mba Buat apa segala pindah Ibu Kota kalau akhirnya menyulitkan Rakyat Indonesia. Lebih baik itu dana buat hal-hal yang dirasa lebih bisa menyejahterakan Rakyatnya.,negative
@MichelAdamNP Tolak pindah ibu kota,negative
@EdiMahaMG Ditunggu paak 😁 saya selaku distri bagian penajam Paser Utara sangat setuju sekali . Ayo ayo pak pindah kesini calon IKN insya Alloh 🤭,positive
@hannarayliza @jokowi Sy rasa kondisi skrg dan kedepan sektor2 yg berhubungan dgn ketahanan panganenergi dan air hrs menjadi fokus. Jg sampai semua fokus ke pindah ibu kota dan sektor lain terabaikan dan nyungsep! Kita juga setuju pindah ibu kota tapi jgn abaikan kehidupan riil rakyat!,positive
@dianrostalina_ Tolak pindah nya ibu kota mari dukung diterapkanya penerapan syariah di ibukota yang ada Ayo Tolak UU IKN,negative
@tjhinfar21 Setuju Ibu Kota pindah.,positive
@msaid_didu Saya sgt setuju sekali pemindahan ibu kota ke kalimantanbila perlu secepatnya.,positive
@awemany @AgusYudhoyono @panca66 @Herzaky__MP Dulu ayahnya batal melanjutkan rencana pindah ibu kota karena pertimbangan anggaran.  Dalam kondisi anggaran tertekan pandemi PD malah ikut setuju IKN.   Sungguh jenius sekali.,negative
Aku nggak ngerti deh apa coba yang mendasari pemindahan ibu kota baru?!  #AyoTolakUUIKN #StopKebijakanDzalim #UUIKNMendzalimiRakyat #UUIKNMeresahkan IKN Proyek Oligarki Tolak UU IKN,negative
@tubirfess Gatau tapi aku setuju kalo ibu kota negara pindah. Karna sebenernya IKN kan pusat dari negara ya jadi harusnya ditempat yg aman dan ngga rawan bencana.,positive
@fadlizon Byk yg gak setuju dg wacana pemindahan ibu kota. Tapi kalo argumen penolakan spt yg disampaikan RR ini rasanya kok gak masuk akal ya? Semakin byk pernyataan kontra yg konyol akan semakin menyulitkan perjuangan untuk melawan rencana pemindahan ibu kota.,negative
@handtwo12 @bob_ng_firmin @ferrykoto Saya setuju pindah ibu kota tapi jangan sekarang. Dalam kondisi ekonomi yg meroket harga2 nya bukan ekonominya pandemi blm usai dan biayanya masih ngutang.,positive
@maspiyuaja Sy setuju ibu kota pindah krn kalimantan titik tengah kami ke ibu kota jadi dekat..ya tp jgn ngutanglah pinjam sja kantor gubernur dulu😂 sambil nyicil membangun..itung2 tidak memberatkan anggran..pakai tenda jg hemat,positive
@MardaniAliSera Alhamdulillah PKS tidak setuju berarti pemindahan IKN sdh tepat dan benar karena apa yang menjadi pemikiran PKS terjadi kebalikannya ayo dukung pemindahan IKN,positive
@ferrykoto Seharusnya bisa membedakan mana benci mana kritik.   Saya juga gak setuju karena IKN pindah di waktu Negara ini sedang darurat ekonomi dan pandemi.,negative
@henrysubiakto Tetap dukung pindah ibu kota #hutanjadisawit,positive
#IKNProyekOligarki   Proyek IKN membuka peluang besar para oligarki untuk bermain curang. Tolak Pemindahan Ibu Kota,negative
@QiiroiSenko @m1n4_95 @rockygerung_rg @jokowi @infoBMKG @BNPB_Indonesia @agussari @prabowo Wih ngegas nih ya apaan gua dukung pindah ibu kota negara bukankah saya dukung @jokowi,positive
@G336387 @NataliusPigai2 makanya masalah pemindahan Ibu Kota Baru pun secara pribadi saya setuju dipindahnya ke Pulau Papua bukan Kalimantan. biar Papua maju dan Modern dan bangga memiliki ibu kota Negara,negative
@DonAdam68 PNS Setuju aja dah apa kata pimpinan duuh... jadi pengen buru2 pindah nih ke ibu kota baru. 😁🤭,positive
@tempodotco Ayok kang kita dukung pindah ibu kota negara... ekonomi kita mumpung lg meroket roketnya nih..... 😀,positive
